Unnamed: 0,document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response,sum_values,multiple_answer_dimension
466,153,"who is the executive vice president and chief financial officer of the company associated with 75 network drive, burlington, ma 01803",kenneth gayron,3,0,0,Kenneth Gayron,3,
474,153,who is the executive vice president and chief financial officer of the company which is the borrower in the agreement,kenneth gayron,2,1,0,Kenneth Gayron,3,
475,153,"what role does citizens bank, n.a. have in the agreement which is not the role of jpmorgan chase bank, n.a.",co syndication agents,2,1,0,Issuing Bank,3,
476,153,"what role does citizens bank, n.a. have in the agreement which is not the role of pnc capital markets llc",co syndication agents,2,1,0,Issuing Bank,3,
477,153,"what role does citizens bank, n.a. have in the agreement which is not the role of truist securities, inc.",co syndication agents,2,1,0,Issuing Bank,3,
478,153,what company is the administrative agent but not the issuing bank in the agreement,"inc, avid technology",2,1,0,"JPMorgan Chase Bank, N.A.",3,
480,145,who is the authorized signatory and chief financial officer of nfe bahamas holdings ltd.,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
481,145,who is the chief financial officer and director of nfe sub llc,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
482,145,who is the chief financial officer and legal representative of nfe sub llc,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
483,145,who is the chief financial officer and manager of nfe sub llc,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
484,145,who is the director and legal representative of nfe sub llc,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
485,145,who is the director and manager of nfe sub llc,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
486,145,who is the legal representative and manager of nfe sub llc,christopher stephen guinta,2,1,0,Christopher Stephen Guinta,3,
488,145,who is the executive assistant of the company associated with 111 w. 19th st. fl. 8,lana guardino,3,0,0,Lana Guardino,3,
489,145,"who is the executive assistant of the company associated with new york, ny 10011",lana guardino,3,0,0,Lana Guardino,3,
490,145,who is the vice president of the company where guy major is employed,joseph d. glatt,3,0,0,Joseph D. Glatt,3,
491,145,who is the vice president of the company where tammy jennissen is employed,joseph d. glatt,3,0,0,Joseph D. Glatt,3,
492,145,who is the associate counsel of the company which is the collateral agent in the agreement,emily ergang pappas,2,1,0,Emily Ergang Pappas,3,
493,145,who is the associate counsel of the company which is the administrative agent in the agreement,emily ergang pappas,2,1,0,Emily Ergang Pappas,3,
494,145,"who is the associate counsel of the company which is the collateral agent, in the agreement",emily ergang pappas,2,1,0,Emily Ergang Pappas,3,
495,151,"who is the treasurer and vice president, tax and treasury of thermo fisher scientific inc.",anthony h. smith,2,1,0,Anthony H. Smith,3,
496,151,who is the drector of the company where robert botcherby is employed,joseph l. corah,3,0,0,Gregory T Martin,3,
497,151,who is the drector of the company where richard rivera is employed,joseph l. corah,3,0,0,Not found,3,
498,151,who is the drector of the company where christopher coney is employed,joseph l. corah,3,0,0,Joseph L. Corah,3,
499,151,who is the drector of the company where tanille ingle is employed,joseph l. corah,3,0,0,Not found,3,
510,151,what role does citibank have in the agreement which is not the role of bank of america,agent,2,1,0,"Lender, L/C Issuer",3,
511,151,what role does citibank have in the agreement which is not the role of barclays bank plc,lead arrangers,2,1,0,"Lender, L/C Issuer",3,
512,151,"what role does mizuho bank, ltd., have in the agreement which is not the role of barclays bank plc",lead arrangers,2,1,0,"Lender, L/C Issuer",3,
513,151,what role does jpmorgan chase bank have in the agreement which is not the role of bank of america,agent,2,1,0,"Lender, L/C Issuer, Swing Line Lender",3,
514,151,what role does jpmorgan chase bank have in the agreement which is not the role of barclays bank plc,lead arrangers,2,1,0,"Lender, L/C Issuer, Swing Line Lender",3,
520,150,"who is the vice president of the company associated with 500 delaware avenue, 11th floor wilmington, de 19081",raye goldsborough,3,0,0,Raye Goldsborough,3,
521,150,"who is the ceo of the company associated with 6300 south syracuse way, suite 300centennial, co 80111",tom lesinski,3,0,0,Tom Lesinski,3,
522,150,who is the ceo of the company where ronnie ng is employed,tom lesinski,3,0,0,Tom Lesinski,3,
523,150,"who is the vice president of the company where r. goldsborough, p. healy is employed",raye goldsborough,3,0,0,Raye Goldsborough,3,
524,150,who is the authorized signatory of the company which is the fronting lender in the agreement,jinah lim,2,1,0,Jinah Lim,3,
525,150,who is the ceo of the company which is the borrower in the agreement,tom lesinski,2,1,0,Tom Lesinski,3,
526,150,who is the vice president of the company which is the administrative agent in the agreement,raye goldsborough,2,1,0,Raye Goldsborough,3,
527,150,who is the vice president of the company which is the collateral agent in the agreement,raye goldsborough,2,1,0,Raye Goldsborough,3,
528,144,"who is the authorized signatory of the company associated with 7255 woodmont avenue, suite 200bethesda, maryland 20814",maurice amsellem,3,0,0,Maurice Amsellem,3,
529,144,who is the treasurer of the company associated with 950 winter streetwaltham ma 02451,jos i. carmona,3,0,0,José I. Carmona,3,
530,144,"who is the vice president of the company associated with apollo investment corporation730 fifth avenue, 11th floornew york, new york 10019",joseph d. glatt,3,0,0,Joseph D. Glatt,3,
531,144,"who is the vice president of the company associated with apollo investment corporation9 west 57th street, 37th floornew york, new york 10019",joseph d. glatt,3,0,0,Joseph D. Glatt,3,
532,144,who is the treasurer of the company where jose carmona is employed,jos i. carmona,3,0,0,José I. Carmona,3,
533,144,who is the vice president of the company where howard widra is employed,joseph d. glatt,3,0,0,Joseph D. Glatt,3,
534,144,who is the vice president of the company where jonathan krain is employed,joseph d. glatt,3,0,0,Joseph D. Glatt,3,
535,144,who is the vice president of the company where sheriff ibrahim is employed,joseph d. glatt,3,0,0,Joseph D. Glatt,3,
536,144,who is the authorized signatory of the company which is the agent in the agreement,maurice amsellem,2,1,0,Maurice Amsellem,3,
539,137,who is the authorized signatory of the company where ian laroche is employed,joshua freedman,3,0,0,Joshua Freedman,3,
540,137,who is the authorized signatory of the company where julie camarra is employed,joshua freedman,3,0,0,Joshua Freedman,3,
542,137,who is the secretary of the company which is the guarantors in the agreement,christopher eng,2,1,0,Christopher Eng,3,
544,137,what role does deutsche bank securities inc. have in the agreement which is not the role of regions capital markets,arrangers,2,1,0,Joint Lead Arranger,3,
545,137,what role does initial issuing banks have in the agreement which is not the role of swing line banks,lenders,2,1,0,Issuing Letters of Credit,3,
547,137,what company is the arrangers but not the bookrunners in the agreement,deutsche bank securities inc.,2,1,0,Not found,3,
548,137,what company is the arrangers but not the bookrunners in the agreement,deutsche bank securities inc.,2,1,0,Not found,3,
549,137,what company is the issuing banks but not the lenders in the agreement,swing line banks,2,1,0,Not found,3,
550,137,what company is the lenders but not the swing line banks in the agreement,initial lenders,2,1,0,Royal Bank of Canada,3,
553,134,who is the authorized signatory of the company which is the borrower in the agreement,darren drake,2,1,0,Darren Drake,3,
555,135,who is the vice president of the company where cheryl labelle is employed,hans beekmans,3,0,0,Cheryl LaBelle is employed at ING Capital LLC as a Managing Director.,3,
556,135,who is the managing director of the company where hans beekmans is employed,cheryl labelle,3,0,0,Hans Beekmans is employed at ING Capital LLC as a Vice President.,3,
557,135,who is the treasurer of the company where virginia cosenza is employed,sharon s. spurlin,3,0,0,Virginia Cosenza is employed at Deutsche Bank AG New York Branch as a Vice President.,3,
558,135,who is the treasurer of the company where john c. lozano is employed,sharon s. spurlin,3,0,0,John C. Lozano is employed at U.S. Bank National Association as a Vice President.,3,
559,135,who is the treasurer of the company where christine aharonian is employed,sharon s. spurlin,3,0,0,Christine Aharonian is employed at Barclays Bank PLC as a Vice President.,3,
560,135,who is the treasurer of the company where gabriel juarez is employed,sharon s. spurlin,3,0,0,"Gabriel Juarez is employed at Citibank, N.A. as a Vice President.",3,
561,135,who is the treasurer of the company where rosanne parsill is employed,sharon s. spurlin,3,0,0,"Rosanne Parsill is employed at Bank of America, N.A. as a Vice President.",3,
562,135,who is the treasurer of the company where david valentine is employed,sharon s. spurlin,3,0,0,David Valentine is employed at Regions Bank as a Vice President.,3,
563,135,who is the treasurer of the company where les werme is employed,sharon s. spurlin,3,0,0,Les Werme is employed at Compass Bank as a Vice President.,3,
564,135,who is the treasurer of the company where shannon juhan is employed,sharon s. spurlin,3,0,0,Shannon Juhan is employed at SunTrust Bank as a Vice President.,3,
565,135,who is the treasurer of the company where reginald crichlow is employed,sharon s. spurlin,3,0,0,Reginald Crichlow is employed at BNP Paribas as a Vice President.,3,
566,135,who is the treasurer of the company where mark oberreuter is employed,sharon s. spurlin,3,0,0,"Mark Oberreuter is employed at The Bank of Tokyo-Mitsubishi UFJ, Ltd. as a Vice President.",3,
567,135,who is the treasurer of the company where m. colin warman is employed,sharon s. spurlin,3,0,0,"M. Colin Warman is employed at PNC Bank, National Association as a Vice President.",3,
568,135,who is the treasurer of the company where hans beekmans is employed,sharon s. spurlin,3,0,0,Hans Beekmans is employed at ING Capital LLC as a Vice President.,3,
